step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.1967,True,0.1967,"stages=[C64x1(batch,gelu,stride), C128x2(group,silu,maxpool), C256x3(batch,gelu,avgpool), C128x1(group,silu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=step aug=strong",75.7
1,0,0.3526,True,0.3526,"stages=[C256x2(batch,relu,stride), C128x2(group,gelu,maxpool), C64x2(none,silu,avgpool)] residual=True drop=0.2 opt=adam(lr=0.001,wd=0.01) sched=cosine aug=medium",37.6
2,0,0.3405,False,0.3526,"stages=[C32x1(batch,relu,stride), C64x2(group,gelu,stride), C128x3(none,silu,maxpool), C256x2(group,gelu,avgpool)] residual=True drop=0.3 opt=sgd(lr=0.003,wd=0.01) sched=cosine aug=strong",66.4
3,0,0.4620,True,0.4620,"stages=[C128x1(batch,gelu,stride), C256x2(group,silu,maxpool), C128x3(none,relu,avgpool), C64x1(batch,gelu,stride)] residual=True drop=0.1 opt=adam(lr=0.001,wd=0.01) sched=cosine aug=medium",51.9
4,0,0.3730,False,0.4620,"stages=[C64x1(batch,gelu,stride), C128x2(group,gelu,stride), C256x3(group,silu,maxpool), C128x1(none,relu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=cosine aug=strong",61.1
5,0,0.2157,False,0.4620,"stages=[C64x1(batch,gelu,stride), C128x2(group,silu,stride), C256x3(none,gelu,maxpool), C128x2(batch,silu,avgpool)] residual=False drop=0.3 opt=adam(lr=0.003,wd=0.05) sched=step aug=strong",64.4
6,0,0.2227,False,0.4620,"stages=[C64x1(batch,gelu,avgpool), C128x2(group,silu,stride), C256x3(batch,gelu,stride), C64x1(group,relu,stride)] residual=True drop=0.2 opt=sgd(lr=0.001,wd=0.01) sched=cosine aug=strong",68.6
7,0,0.4947,True,0.4947,"stages=[C64x1(none,silu,stride), C128x2(group,gelu,stride), C256x3(batch,gelu,maxpool), C128x1(none,silu,avgpool)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=cosine aug=basic",43.6
8,0,0.3553,False,0.4947,"stages=[C32x1(batch,silu,stride), C64x2(group,silu,stride), C128x3(group,silu,avgpool), C256x2(group,silu,maxpool)] residual=False drop=0.3 opt=sgd(lr=0.001,wd=0.01) sched=cosine aug=medium",62.7
9,0,0.4304,False,0.4947,"stages=[C256x1(group,gelu,maxpool), C128x2(batch,silu,stride), C64x3(none,relu,avgpool)] residual=True drop=0.3 opt=adam(lr=0.001,wd=0.01) sched=cosine aug=medium",48.5
