step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.4131,True,0.4131,"stages=[C64x2(batch,silu,maxpool), C128x3(batch,silu,stride), C256x2(batch,silu,avgpool), C256x3(batch,silu,maxpool)] residual=True drop=0.2 opt=sgd(lr=0.003,wd=0.01) sched=step aug=strong",45.1
1,0,0.1959,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.9
2,0,0.1975,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.5
3,0,0.2015,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.9
4,0,0.1984,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.2
5,0,0.1950,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.4
6,0,0.1953,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.1
7,0,0.1939,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.5
8,0,0.1925,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",48.0
9,0,0.1941,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",48.2
10,0,0.1946,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",48.1
11,0,0.1913,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",48.1
12,0,0.1968,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.4
13,0,0.1933,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.3
14,0,0.2020,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.6
15,0,0.1961,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.1
16,0,0.1916,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.5
17,0,0.1897,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.9
18,0,0.1933,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.5
19,0,0.1938,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",47.6
20,0,0.1957,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",46.8
21,0,0.2000,False,0.4131,"stages=[C32x1(batch,silu,stride), C64x2(batch,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(none,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",46.9
