step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.4267,True,0.4267,"stages=[C128x2(batch,gelu,stride), C256x3(group,silu,maxpool), C256x2(none,relu,avgpool), C256x1(batch,gelu,stride)] residual=True drop=0.2 opt=sgd(lr=0.003,wd=0.01) sched=step aug=strong",54.8
1,0,0.4964,True,0.4964,"stages=[C64x1(batch,gelu,stride), C128x2(group,silu,maxpool), C256x3(none,gelu,avgpool), C128x1(batch,relu,stride)] residual=True drop=0.1 opt=adam(lr=0.001,wd=0.01) sched=cosine aug=basic",42.4
2,0,0.4467,False,0.4964,"stages=[C32x1(batch,gelu,avgpool), C64x2(group,relu,stride), C128x3(none,gelu,avgpool), C256x1(batch,relu,stride)] residual=True drop=0.1 opt=adam(lr=0.001,wd=0.01) sched=step aug=none",63.5
3,0,0.4392,False,0.4964,"stages=[C32x1(batch,gelu,stride), C64x2(group,silu,maxpool), C128x3(none,gelu,avgpool), C256x2(batch,relu,stride)] residual=True drop=0.2 opt=sgd(lr=0.003,wd=0.01) sched=step aug=strong",56.3
4,0,0.4418,False,0.4964,"stages=[C32x1(batch,gelu,avgpool), C64x2(group,silu,stride), C128x3(batch,relu,maxpool), C256x2(group,gelu,avgpool)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=cosine aug=medium",45.2
5,0,0.4633,False,0.4964,"stages=[C32x1(none,gelu,stride), C64x2(batch,silu,maxpool), C128x3(group,gelu,avgpool), C256x2(none,relu,stride)] residual=True drop=0.2 opt=adamw(lr=0.001,wd=0.01) sched=cosine aug=medium",43.6
6,0,0.4152,False,0.4964,"stages=[C64x1(group,gelu,stride), C128x2(group,gelu,maxpool), C256x3(group,gelu,avgpool), C256x3(group,gelu,stride)] residual=True drop=0.2 opt=sgd(lr=0.003,wd=0.01) sched=step aug=strong",77.7
7,0,0.4308,False,0.4964,"stages=[C32x1(none,silu,maxpool), C64x2(group,gelu,stride), C128x3(batch,relu,avgpool), C256x2(group,gelu,stride)] residual=False drop=0.2 opt=sgd(lr=0.003,wd=0.05) sched=step aug=none",47.2
8,0,0.1971,False,0.4964,"stages=[C32x1(batch,gelu,stride), C64x2(group,silu,maxpool), C128x3(none,gelu,avgpool), C256x2(batch,relu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",64.4
9,0,0.2422,False,0.4964,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(none,silu,avgpool), C256x2(group,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=strong",62.7
