step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.2865,True,0.2865,"stages=[C32x2(batch,silu,stride), C64x2(none,silu,stride), C128x2(group,gelu,stride), C64x3(none,silu,avgpool)] residual=False drop=0.1 opt=adamw(lr=0.001,wd=0.0) sched=none aug=strong",41.8
1,0,0.2976,True,0.2976,"stages=[C128x1(none,silu,avgpool)] residual=True drop=0.5 opt=adamw(lr=0.01,wd=0.001) sched=step aug=none",14.4
2,0,0.2356,False,0.2976,"stages=[C128x3(group,relu,maxpool)] residual=True drop=0.0 opt=adam(lr=0.003,wd=0.01) sched=none aug=none",23.9
3,0,0.4179,True,0.4179,"stages=[C64x2(batch,silu,maxpool)] residual=True drop=0.1 opt=adamw(lr=0.003,wd=0.01) sched=none aug=medium",18.4
4,0,0.3765,False,0.4179,"stages=[C64x2(none,silu,avgpool)] residual=True drop=0.3 opt=adamw(lr=0.001,wd=0.001) sched=step aug=none",13.8
5,0,0.3559,False,0.4179,"stages=[C32x1(batch,relu,maxpool), C256x1(none,gelu,maxpool), C256x1(batch,relu,stride), C128x1(batch,relu,stride)] residual=True drop=0.3 opt=sgd(lr=0.001,wd=0.0) sched=cosine aug=medium",22.1
6,0,0.1000,False,0.4179,"stages=[C32x3(none,gelu,avgpool), C32x3(none,relu,maxpool), C128x1(none,silu,maxpool), C64x3(none,relu,maxpool)] residual=False drop=0.2 opt=adam(lr=0.001,wd=0.05) sched=cosine aug=strong",33.4
7,0,0.3207,False,0.4179,"stages=[C32x2(group,silu,maxpool), C64x3(group,relu,avgpool)] residual=False drop=0.3 opt=sgd(lr=0.003,wd=0.01) sched=none aug=none",20.1
8,0,0.2656,False,0.4179,"stages=[C256x1(none,silu,maxpool), C256x2(none,gelu,maxpool)] residual=False drop=0.5 opt=sgd(lr=0.01,wd=0.001) sched=cosine aug=basic",20.6
9,0,0.4375,True,0.4375,"stages=[C64x2(none,silu,avgpool), C128x1(batch,silu,stride), C64x1(none,silu,stride)] residual=True drop=0.5 opt=adamw(lr=0.001,wd=0.05) sched=step aug=strong",40.2
10,0,0.1000,False,0.4375,"stages=[C256x2(none,silu,avgpool), C256x2(batch,relu,stride)] residual=True drop=0.2 opt=adamw(lr=0.01,wd=0.05) sched=cosine aug=basic",34.9
11,0,0.4453,True,0.4453,"stages=[C128x1(batch,relu,avgpool), C128x1(batch,relu,stride)] residual=True drop=0.0 opt=adamw(lr=0.001,wd=0.01) sched=cosine aug=strong",29.5
12,0,0.1947,False,0.4453,"stages=[C256x2(none,gelu,avgpool)] residual=False drop=0.3 opt=sgd(lr=0.001,wd=0.01) sched=cosine aug=basic",22.1
13,0,0.1000,False,0.4453,"stages=[C32x2(batch,gelu,avgpool), C256x2(group,silu,avgpool), C128x3(none,relu,maxpool), C128x1(none,silu,maxpool)] residual=True drop=0.2 opt=adamw(lr=0.01,wd=0.05) sched=cosine aug=medium",24.5
14,0,0.5145,True,0.5145,"stages=[C256x1(batch,relu,maxpool), C256x3(batch,relu,avgpool), C256x2(none,silu,avgpool)] residual=False drop=0.1 opt=adamw(lr=0.003,wd=0.001) sched=cosine aug=none",14.8
15,0,0.2868,False,0.5145,"stages=[C32x1(group,silu,avgpool)] residual=True drop=0.5 opt=sgd(lr=0.003,wd=0.01) sched=none aug=none",16.7
16,0,0.2972,False,0.5145,"stages=[C128x3(group,relu,maxpool), C64x1(batch,gelu,stride), C128x1(none,gelu,stride), C128x1(none,relu,maxpool)] residual=False drop=0.0 opt=adam(lr=0.01,wd=0.001) sched=cosine aug=none",16.9
17,0,0.3612,False,0.5145,"stages=[C256x2(batch,silu,stride), C32x3(batch,silu,stride)] residual=True drop=0.0 opt=sgd(lr=0.001,wd=0.01) sched=none aug=basic",24.6
18,0,0.2971,False,0.5145,"stages=[C32x2(group,silu,avgpool), C128x1(batch,silu,avgpool)] residual=True drop=0.0 opt=sgd(lr=0.001,wd=0.05) sched=step aug=none",18.6
19,0,0.3600,False,0.5145,"stages=[C64x2(none,relu,avgpool), C64x3(batch,silu,avgpool)] residual=False drop=0.3 opt=adamw(lr=0.01,wd=0.001) sched=step aug=strong",35.1
20,0,0.3093,False,0.5145,"stages=[C256x2(batch,gelu,maxpool), C64x3(none,gelu,stride)] residual=True drop=0.5 opt=sgd(lr=0.001,wd=0.05) sched=cosine aug=none",26.5
21,0,0.1000,False,0.5145,"stages=[C128x1(group,relu,maxpool), C256x3(none,gelu,maxpool), C128x2(none,relu,stride), C32x3(none,silu,avgpool)] residual=False drop=0.0 opt=adamw(lr=0.01,wd=0.05) sched=none aug=basic",20.6
22,0,0.4002,False,0.5145,"stages=[C256x3(batch,silu,stride), C256x3(group,gelu,stride), C256x2(group,silu,maxpool)] residual=True drop=0.2 opt=adamw(lr=0.001,wd=0.01) sched=cosine aug=strong",77.4
23,0,0.3672,False,0.5145,"stages=[C256x2(batch,silu,avgpool), C128x3(none,relu,avgpool), C128x3(group,silu,avgpool), C128x1(none,relu,avgpool)] residual=False drop=0.0 opt=sgd(lr=0.01,wd=0.001) sched=step aug=none",20.0
24,0,0.4232,False,0.5145,"stages=[C64x3(group,gelu,stride), C256x3(batch,silu,stride), C256x2(batch,silu,avgpool), C64x2(group,silu,maxpool)] residual=True drop=0.1 opt=adamw(lr=0.01,wd=0.05) sched=step aug=basic",26.7
25,0,0.1899,False,0.5145,"stages=[C256x1(group,relu,maxpool)] residual=True drop=0.0 opt=adam(lr=0.003,wd=0.05) sched=none aug=none",21.2
26,0,0.3511,False,0.5145,"stages=[C128x3(group,silu,stride)] residual=False drop=0.5 opt=sgd(lr=0.003,wd=0.001) sched=none aug=none",17.9
27,0,0.3488,False,0.5145,"stages=[C256x1(none,silu,maxpool)] residual=True drop=0.3 opt=adam(lr=0.001,wd=0.01) sched=step aug=basic",17.3
28,0,0.3302,False,0.5145,"stages=[C64x3(none,gelu,maxpool), C128x1(group,relu,stride), C128x3(group,gelu,avgpool)] residual=True drop=0.0 opt=sgd(lr=0.001,wd=0.01) sched=cosine aug=basic",24.2
29,0,0.4192,False,0.5145,"stages=[C256x1(group,relu,avgpool), C256x3(group,relu,maxpool), C128x3(group,gelu,maxpool), C256x2(group,relu,maxpool)] residual=True drop=0.5 opt=adamw(lr=0.001,wd=0.05) sched=none aug=basic",34.7
30,0,0.3606,False,0.5145,"stages=[C256x2(group,relu,maxpool), C256x2(batch,relu,avgpool), C128x1(group,gelu,stride)] residual=True drop=0.3 opt=adamw(lr=0.01,wd=0.05) sched=cosine aug=basic",44.6
31,0,0.3345,False,0.5145,"stages=[C128x2(batch,gelu,maxpool), C64x1(batch,gelu,maxpool)] residual=True drop=0.3 opt=sgd(lr=0.001,wd=0.01) sched=none aug=medium",29.3
32,0,0.3526,False,0.5145,"stages=[C256x1(batch,relu,stride)] residual=True drop=0.5 opt=adamw(lr=0.01,wd=0.01) sched=none aug=basic",23.7
33,0,0.3217,False,0.5145,"stages=[C64x1(batch,silu,avgpool), C64x2(group,gelu,avgpool), C256x1(batch,silu,avgpool), C32x3(none,gelu,stride)] residual=False drop=0.0 opt=adam(lr=0.01,wd=0.0) sched=none aug=strong",38.4
34,0,0.4194,False,0.5145,"stages=[C128x2(group,silu,stride)] residual=True drop=0.2 opt=adamw(lr=0.001,wd=0.001) sched=step aug=none",15.4
35,0,0.3576,False,0.5145,"stages=[C64x1(none,gelu,avgpool), C128x3(group,silu,stride), C128x3(none,silu,stride)] residual=False drop=0.0 opt=adam(lr=0.003,wd=0.001) sched=cosine aug=basic",15.7
36,0,0.3835,False,0.5145,"stages=[C256x1(none,silu,stride)] residual=False drop=0.0 opt=adam(lr=0.01,wd=0.0) sched=step aug=strong",36.1
37,0,0.4609,False,0.5145,"stages=[C32x2(batch,relu,stride), C256x1(batch,gelu,maxpool), C128x1(batch,silu,maxpool)] residual=True drop=0.2 opt=adam(lr=0.01,wd=0.001) sched=cosine aug=medium",23.8
38,0,0.4142,False,0.5145,"stages=[C256x1(none,silu,avgpool)] residual=True drop=0.1 opt=adamw(lr=0.001,wd=0.01) sched=none aug=medium",25.4
39,0,0.3548,False,0.5145,"stages=[C32x3(group,gelu,maxpool), C128x3(group,silu,stride), C256x3(none,gelu,stride), C64x2(none,silu,maxpool)] residual=False drop=0.0 opt=adamw(lr=0.001,wd=0.01) sched=cosine aug=medium",26.3
40,0,0.3863,False,0.5145,"stages=[C128x3(batch,gelu,maxpool), C128x1(none,relu,stride), C64x2(none,silu,maxpool), C128x2(none,silu,maxpool)] residual=True drop=0.2 opt=sgd(lr=0.01,wd=0.01) sched=cosine aug=basic",24.1
41,0,0.3258,False,0.5145,"stages=[C256x3(group,gelu,stride)] residual=True drop=0.0 opt=adam(lr=0.01,wd=0.001) sched=cosine aug=strong",45.1
42,0,0.3483,False,0.5145,"stages=[C64x3(none,gelu,stride), C256x1(group,silu,stride), C64x2(batch,silu,avgpool)] residual=False drop=0.5 opt=adamw(lr=0.003,wd=0.05) sched=step aug=medium",20.3
43,0,0.5198,True,0.5198,"stages=[C64x3(group,silu,avgpool), C256x1(group,gelu,maxpool), C64x3(batch,gelu,maxpool), C128x3(none,gelu,maxpool)] residual=False drop=0.3 opt=adam(lr=0.001,wd=0.0) sched=step aug=none",19.7
44,0,0.3217,False,0.5198,"stages=[C128x1(group,silu,maxpool)] residual=True drop=0.0 opt=adam(lr=0.003,wd=0.0) sched=step aug=strong",37.1
45,0,0.3472,False,0.5198,"stages=[C256x1(group,silu,stride), C32x2(batch,relu,avgpool)] residual=True drop=0.3 opt=sgd(lr=0.003,wd=0.0) sched=step aug=medium",30.1
46,0,0.4393,False,0.5198,"stages=[C128x2(batch,relu,stride), C256x1(batch,silu,maxpool), C128x3(none,gelu,stride), C32x2(group,silu,maxpool)] residual=True drop=0.3 opt=adam(lr=0.001,wd=0.001) sched=none aug=none",30.3
47,0,0.4236,False,0.5198,"stages=[C256x1(batch,relu,maxpool), C256x1(none,gelu,stride)] residual=True drop=0.5 opt=sgd(lr=0.01,wd=0.0) sched=cosine aug=none",26.4
48,0,0.4043,False,0.5198,"stages=[C256x3(batch,silu,avgpool), C128x3(none,gelu,stride), C32x3(none,relu,stride)] residual=True drop=0.1 opt=adamw(lr=0.001,wd=0.05) sched=step aug=medium",35.8
49,0,0.2866,False,0.5198,"stages=[C32x3(group,gelu,avgpool), C256x3(none,relu,maxpool), C128x3(group,silu,avgpool)] residual=False drop=0.1 opt=adamw(lr=0.003,wd=0.001) sched=cosine aug=medium",20.0
50,0,0.4545,False,0.5198,"stages=[C64x2(batch,silu,maxpool), C256x2(group,silu,avgpool), C128x2(batch,relu,avgpool)] residual=True drop=0.3 opt=sgd(lr=0.003,wd=0.01) sched=none aug=medium",26.7
