step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.4332,True,0.4332,"stages=[C64x1(batch,gelu,stride), C128x2(group,silu,stride), C256x3(group,gelu,avgpool), C256x1(batch,relu,maxpool)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=cosine aug=strong",45.1
1,0,0.3975,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.9
2,0,0.4327,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.5
3,0,0.4038,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.9
4,0,0.3913,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.2
5,0,0.4026,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.4
6,0,0.4090,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.1
7,0,0.4118,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.5
8,0,0.4067,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.0
9,0,0.4073,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.2
10,0,0.4099,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.1
11,0,0.4021,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.1
12,0,0.4004,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.4
13,0,0.3987,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.3
14,0,0.3975,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.6
15,0,0.3942,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.1
16,0,0.4001,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.5
17,0,0.4018,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.9
18,0,0.4044,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.5
19,0,0.3973,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.6
20,0,0.3894,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",46.8
21,0,0.3946,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",46.9
22,0,0.3932,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.1
23,0,0.3940,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.4
24,0,0.4064,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.7
25,0,0.4083,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",46.8
26,0,0.3881,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.1
27,0,0.4007,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.8
28,0,0.3948,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.6
29,0,0.3872,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.5
30,0,0.3937,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.8
31,0,0.4071,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.7
32,0,0.3982,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.7
33,0,0.4032,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.8
34,0,0.3886,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.9
35,0,0.4089,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.7
36,0,0.3740,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.7
37,0,0.4009,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",47.9
38,0,0.4137,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.1
39,0,0.3931,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.0
40,0,0.3976,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.2
41,0,0.3957,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.0
42,0,0.3918,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.7
43,0,0.4022,False,0.4332,"stages=[C32x1(batch,gelu,stride), C64x2(group,gelu,maxpool), C128x3(group,silu,avgpool), C256x2(batch,gelu,stride)] residual=True drop=0.2 opt=adamw(lr=0.003,wd=0.05) sched=step aug=strong",48.4
