step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.3882,True,0.3882,"stages=[C128x1(batch,silu,avgpool), C128x1(group,silu,avgpool)] residual=False drop=0.1 opt=adam(lr=0.001,wd=0.001) sched=step aug=basic",20.5
1,0,0.3856,False,0.3882,"stages=[C256x1(batch,relu,maxpool), C128x3(batch,gelu,maxpool), C256x3(group,gelu,stride)] residual=True drop=0.3 opt=sgd(lr=0.003,wd=0.001) sched=cosine aug=strong",39.9
2,0,0.1956,False,0.3882,"stages=[C256x1(none,silu,maxpool), C256x3(none,relu,stride)] residual=True drop=0.5 opt=adam(lr=0.003,wd=0.05) sched=none aug=strong",40.4
3,0,0.1000,False,0.3882,"stages=[C64x3(batch,silu,stride), C32x2(batch,relu,stride), C64x3(group,relu,stride), C32x3(none,relu,stride)] residual=False drop=0.5 opt=sgd(lr=0.01,wd=0.0) sched=step aug=strong",39.6
4,0,0.3463,False,0.3882,"stages=[C256x1(group,relu,avgpool), C32x3(none,relu,avgpool), C128x1(group,relu,maxpool), C256x3(group,relu,avgpool)] residual=True drop=0.2 opt=adam(lr=0.001,wd=0.01) sched=step aug=medium",24.6
5,0,0.3123,False,0.3882,"stages=[C256x2(batch,relu,stride)] residual=False drop=0.3 opt=sgd(lr=0.001,wd=0.05) sched=none aug=none",20.4
6,0,0.4337,True,0.4337,"stages=[C128x3(batch,relu,avgpool)] residual=False drop=0.3 opt=adamw(lr=0.001,wd=0.01) sched=cosine aug=medium",23.8
7,0,0.3056,False,0.4337,"stages=[C256x3(batch,gelu,stride), C32x2(batch,gelu,maxpool), C32x2(batch,relu,stride)] residual=False drop=0.1 opt=sgd(lr=0.003,wd=0.001) sched=step aug=medium",25.0
8,0,0.3834,False,0.4337,"stages=[C256x1(none,gelu,stride), C32x3(group,gelu,stride), C32x2(none,silu,stride)] residual=False drop=0.3 opt=adamw(lr=0.001,wd=0.05) sched=none aug=none",14.9
9,0,0.1000,False,0.4337,"stages=[C128x3(group,relu,maxpool), C128x2(group,relu,maxpool), C64x2(none,silu,stride), C256x3(none,relu,maxpool)] residual=True drop=0.1 opt=adamw(lr=0.01,wd=0.05) sched=none aug=strong",37.8
