step,candidate,acc,is_best,best_so_far,spec_summary,wall_time
0,0,0.3265,True,0.3265,"stages=[C128x1(group,silu,maxpool), C256x2(group,gelu,stride), C256x1(group,silu,avgpool)] residual=True drop=0.3 opt=adam(lr=0.003,wd=0.01) sched=cosine aug=strong",59.6
1,0,0.4082,True,0.4082,"stages=[C64x1(batch,relu,avgpool), C128x2(group,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.001,wd=0.01) sched=cosine aug=medium",47.3
2,0,0.2508,False,0.4082,"stages=[C32x1(batch,relu,stride), C64x2(group,gelu,maxpool), C128x3(none,silu,avgpool), C256x2(group,gelu,stride)] residual=True drop=0.3 opt=adam(lr=0.003,wd=0.05) sched=cosine aug=medium",41.7
3,0,0.3504,False,0.4082,"stages=[C128x2(batch,gelu,stride), C256x3(group,silu,maxpool), C256x2(none,relu,avgpool), C256x3(batch,gelu,stride)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.01) sched=cosine aug=medium",63.3
4,0,0.3797,False,0.4082,"stages=[C32x1(group,gelu,stride), C64x2(batch,silu,maxpool), C128x3(group,relu,avgpool), C256x1(none,gelu,stride)] residual=True drop=0.1 opt=adam(lr=0.003,wd=0.001) sched=cosine aug=strong",51.2
5,0,0.4523,True,0.4523,"stages=[C64x1(batch,gelu,avgpool), C128x2(group,silu,stride), C256x3(batch,relu,maxpool), C256x1(group,gelu,avgpool)] residual=True drop=0.2 opt=sgd(lr=0.003,wd=0.001) sched=step aug=medium",59.2
6,0,0.5071,True,0.5071,"stages=[C128x2(none,gelu,stride), C256x3(group,silu,stride), C256x2(batch,relu,maxpool), C256x1(none,gelu,avgpool)] residual=True drop=0.3 opt=adamw(lr=0.001,wd=0.05) sched=cosine aug=medium",56.4
7,0,0.3893,False,0.5071,"stages=[C32x1(batch,gelu,stride), C64x2(group,silu,stride), C128x3(none,relu,avgpool), C64x1(batch,gelu,maxpool)] residual=True drop=0.2 opt=adam(lr=0.003,wd=0.01) sched=cosine aug=strong",69.2
8,0,0.3671,False,0.5071,"stages=[C32x1(group,gelu,maxpool), C64x2(batch,silu,stride), C128x3(group,gelu,stride), C256x2(none,relu,avgpool)] residual=True drop=0.2 opt=adam(lr=0.001,wd=0.01) sched=cosine aug=basic",51.7
9,0,0.3446,False,0.5071,"stages=[C256x3(group,relu,maxpool), C128x2(group,gelu,stride), C64x1(group,silu,avgpool), C32x1(group,relu,stride)] residual=True drop=0.3 opt=adam(lr=0.003,wd=0.01) sched=cosine aug=basic",52.8
10,0,0.3002,False,0.5071,"stages=[C64x1(none,gelu,stride), C128x2(group,gelu,stride), C256x3(batch,gelu,avgpool), C256x2(none,silu,stride)] residual=True drop=0.1 opt=sgd(lr=0.001,wd=0.01) sched=cosine aug=medium",46.3
